Study_Hours,Attendance,Previous_Marks,Coaching_Class,Sleep_Hours,Sports_Activity,Learning_Resources,Internet_Access,Peer_Influence,Parent_Education,Distance_From_School,Gender,Concept_Clarity,Explanation_Quality,Student_Interaction,Lab_Facility,Lab_Timing,Performance
9,69,55,1,6,1,3,1,High,Graduate,Medium,Female,Average,Average,Medium,4,3,Average
11,51,53,0,6,1,1,1,Medium,Postgraduate,Medium,Male,Average,Average,Medium,3,2,Average
11,52,55,0,5,1,3,0,Medium,Graduate,Near,Male,Average,Average,Medium,4,1,Average
4,30,24,0,4,0,1,1,Medium,Graduate,Medium,Female,Poor,Poor,Low,0,0,Poor
18,67,58,0,7,2,5,0,High,School,Far,Female,Good,Good,High,3,1,Good
7,46,30,0,4,0,1,0,High,Graduate,Near,Female,Poor,Poor,Low,5,3,Poor
16,78,55,1,7,2,2,1,High,Graduate,Medium,Female,Good,Good,High,5,0,Good
24,74,73,1,7,2,2,0,Low,School,Far,Female,Good,Good,High,0,2,Good
30,94,97,0,8,3,4,0,Low,School,Medium,Female,Excellent,Excellent,High,2,3,Excellent
13,54,50,0,5,1,2,1,Medium,School,Medium,Female,Average,Average,Medium,1,3,Average
22,74,72,1,7,3,5,1,High,School,Near,Male,Good,Good,High,1,2,Good
9,49,38,0,6,1,3,0,Low,School,Far,Male,Average,Average,Medium,2,3,Average
15,84,69,0,6,3,5,0,Medium,Graduate,Far,Male,Good,Good,High,5,1,Good
38,80,85,0,7,4,3,0,Low,School,Medium,Female,Excellent,Excellent,High,2,3,Excellent
2,43,8,1,4,0,2,1,High,Postgraduate,Far,Male,Poor,Poor,Low,2,0,Poor
31,93,76,1,8,3,3,0,High,School,Far,Male,Excellent,Excellent,High,4,2,Excellent
21,73,70,0,7,3,5,1,High,School,Far,Male,Good,Good,High,2,3,Good
8,55,43,1,5,1,4,0,High,Postgraduate,Far,Female,Average,Average,Medium,2,3,Average
4,38,32,0,4,1,3,1,High,Postgraduate,Near,Female,Poor,Poor,Low,5,3,Poor
17,70,58,1,7,2,4,1,Medium,Graduate,Far,Female,Good,Good,High,1,3,Good
18,65,73,1,7,2,1,1,High,School,Far,Female,Good,Good,High,2,1,Good
17,68,65,0,7,3,4,1,Low,School,Far,Female,Good,Good,High,4,1,Good
17,68,79,0,6,2,4,1,Medium,Postgraduate,Medium,Male,Good,Good,High,0,0,Good
9,50,35,0,5,1,3,0,Low,Graduate,Near,Female,Average,Average,Medium,2,3,Average
29,99,84,1,8,4,4,1,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,3,1,Excellent
3,38,5,1,4,0,4,0,High,Graduate,Far,Male,Poor,Poor,Low,1,1,Poor
3,40,1,1,4,0,4,0,Low,School,Medium,Female,Poor,Poor,Low,3,3,Poor
17,84,64,1,6,3,2,1,Medium,School,Near,Female,Good,Good,High,0,0,Good
18,69,75,0,7,2,1,0,Medium,Graduate,Near,Male,Good,Good,High,1,2,Good
35,99,90,0,7,2,2,1,Low,Postgraduate,Near,Male,Excellent,Excellent,High,3,0,Excellent
4,43,5,1,4,0,2,1,Low,Postgraduate,Far,Female,Poor,Poor,Low,5,0,Poor
35,80,81,1,8,4,5,1,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,2,1,Excellent
24,72,74,1,7,3,5,1,High,Postgraduate,Far,Female,Good,Good,High,5,2,Good
29,80,81,0,7,4,2,0,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,5,1,Excellent
31,83,78,0,7,2,5,1,Low,School,Far,Male,Excellent,Excellent,High,0,2,Excellent
16,74,66,1,7,3,3,0,Medium,Postgraduate,Near,Male,Good,Good,High,5,0,Good
4,21,8,0,4,0,3,1,Low,Graduate,Far,Female,Poor,Poor,Low,5,0,Poor
13,69,47,0,5,2,1,1,High,Graduate,Far,Male,Average,Average,Medium,2,2,Average
14,58,46,1,5,1,4,0,High,Postgraduate,Medium,Female,Average,Average,Medium,1,3,Average
28,85,93,0,7,3,3,1,High,Graduate,Near,Male,Excellent,Excellent,High,0,0,Excellent
26,84,80,1,8,2,3,0,High,Postgraduate,Far,Female,Excellent,Excellent,High,1,3,Excellent
37,88,82,0,7,3,5,1,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,2,2,Excellent
10,69,47,0,6,1,4,0,Low,Postgraduate,Medium,Female,Average,Average,Medium,2,2,Average
26,95,84,1,7,2,2,0,High,School,Medium,Male,Excellent,Excellent,High,0,0,Excellent
13,45,36,0,5,1,1,0,Medium,Graduate,Medium,Female,Average,Average,Medium,4,1,Average
4,25,14,0,3,0,3,1,Low,Postgraduate,Near,Male,Poor,Poor,Low,4,3,Poor
38,99,96,1,7,2,3,0,Low,School,Near,Male,Excellent,Excellent,High,2,2,Excellent
6,29,32,0,4,1,3,1,Low,Postgraduate,Medium,Female,Poor,Poor,Low,3,1,Poor
39,90,90,1,8,3,4,1,High,Graduate,Near,Female,Excellent,Excellent,High,0,2,Excellent
8,58,48,1,5,2,2,1,Low,School,Near,Male,Average,Average,Medium,4,3,Average
24,82,77,0,6,3,1,1,Low,Postgraduate,Medium,Male,Good,Good,High,0,2,Good
28,90,82,1,7,3,3,0,Medium,School,Near,Male,Excellent,Excellent,High,3,1,Excellent
24,73,55,1,6,2,3,0,Medium,School,Near,Female,Good,Good,High,4,0,Good
38,99,75,1,8,4,2,0,High,School,Medium,Female,Excellent,Excellent,High,4,2,Excellent
15,77,55,1,7,2,4,1,Medium,Postgraduate,Medium,Female,Good,Good,High,2,1,Good
30,98,92,0,7,4,3,0,Low,Postgraduate,Near,Male,Excellent,Excellent,High,0,3,Excellent
5,31,7,0,5,1,3,1,Medium,Postgraduate,Near,Male,Poor,Poor,Low,0,2,Poor
22,80,66,0,7,3,3,0,High,Postgraduate,Far,Female,Good,Good,High,2,3,Good
5,26,7,1,5,0,4,1,High,Postgraduate,Near,Female,Poor,Poor,Low,0,1,Poor
1,35,18,1,3,0,2,1,Medium,Graduate,Far,Male,Poor,Poor,Low,4,2,Poor
12,51,40,0,6,2,1,0,Low,Postgraduate,Near,Male,Average,Average,Medium,0,1,Average
24,96,94,1,8,4,2,0,Medium,Graduate,Medium,Female,Excellent,Excellent,High,0,2,Excellent
7,44,16,0,3,1,2,1,Medium,School,Near,Male,Poor,Poor,Low,5,1,Poor
4,37,14,1,3,0,2,0,High,School,Far,Female,Poor,Poor,Low,3,0,Poor
24,70,79,1,6,3,1,1,Medium,School,Medium,Male,Good,Good,High,4,3,Good
20,68,75,1,7,2,1,0,High,School,Near,Male,Good,Good,High,4,0,Good
8,47,39,1,5,2,1,1,Low,Graduate,Near,Male,Average,Average,Medium,0,1,Average
39,81,97,0,8,3,3,0,Low,School,Near,Female,Excellent,Excellent,High,2,1,Excellent
29,97,85,1,8,2,3,0,Low,Postgraduate,Near,Male,Excellent,Excellent,High,0,0,Excellent
19,76,59,1,7,2,5,1,Medium,Postgraduate,Medium,Male,Good,Good,High,0,0,Good
32,88,75,0,8,2,1,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,1,0,Excellent
15,65,78,1,6,2,2,1,High,School,Medium,Female,Good,Good,High,2,3,Good
38,97,80,0,7,4,3,0,Medium,Graduate,Near,Male,Excellent,Excellent,High,2,0,Excellent
24,96,81,1,8,4,4,0,Medium,Graduate,Medium,Male,Excellent,Excellent,High,5,0,Excellent
36,85,98,1,8,2,2,1,Medium,School,Medium,Male,Excellent,Excellent,High,5,3,Excellent
32,94,86,1,7,4,2,1,Low,School,Far,Male,Excellent,Excellent,High,1,1,Excellent
30,96,88,1,7,4,2,1,Medium,School,Near,Female,Excellent,Excellent,High,3,2,Excellent
24,75,65,1,6,2,3,1,Medium,Graduate,Medium,Female,Good,Good,High,0,0,Good
2,39,18,1,3,1,3,0,Low,Graduate,Medium,Female,Poor,Poor,Low,1,2,Poor
16,82,77,0,7,2,1,0,High,Graduate,Medium,Male,Good,Good,High,2,2,Good
39,84,89,1,7,4,5,0,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,3,1,Excellent
24,84,65,1,7,2,2,0,High,Graduate,Near,Female,Good,Good,High,1,3,Good
28,95,77,1,8,4,2,0,Low,Graduate,Medium,Male,Excellent,Excellent,High,3,0,Excellent
16,73,72,0,6,3,4,0,Medium,Graduate,Near,Female,Good,Good,High,4,2,Good
20,77,79,0,6,2,2,1,Low,Postgraduate,Medium,Female,Good,Good,High,2,0,Good
1,29,28,0,5,1,3,1,Medium,School,Medium,Male,Poor,Poor,Low,4,3,Poor
27,93,96,0,8,3,2,0,Low,Graduate,Near,Male,Excellent,Excellent,High,4,0,Excellent
15,49,42,1,6,1,4,1,Low,Graduate,Medium,Female,Average,Average,Medium,1,1,Average
26,85,93,0,8,2,5,0,Medium,Postgraduate,Far,Female,Excellent,Excellent,High,4,2,Excellent
39,87,84,1,8,2,2,0,Low,Graduate,Medium,Female,Excellent,Excellent,High,5,3,Excellent
7,32,5,1,3,1,4,0,Low,School,Near,Male,Poor,Poor,Low,3,0,Poor
11,58,46,1,5,1,4,0,High,Postgraduate,Near,Female,Average,Average,Medium,3,3,Average
36,82,93,1,8,2,3,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,0,0,Excellent
24,97,98,0,7,3,5,1,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,1,3,Excellent
5,28,31,0,4,1,2,0,High,School,Near,Female,Poor,Poor,Low,3,1,Poor
6,26,38,1,4,1,4,1,Medium,Graduate,Far,Male,Poor,Poor,Low,1,2,Poor
13,61,50,1,5,2,5,1,High,Postgraduate,Near,Male,Average,Average,Medium,1,0,Average
31,85,89,1,8,3,2,1,High,School,Near,Male,Excellent,Excellent,High,2,0,Excellent
6,26,20,1,5,1,4,1,Medium,Postgraduate,Near,Male,Poor,Poor,Low,0,0,Poor
36,97,87,1,7,3,3,1,High,School,Near,Male,Excellent,Excellent,High,0,3,Excellent
24,85,94,0,8,2,2,0,High,Postgraduate,Near,Female,Excellent,Excellent,High,4,2,Excellent
4,33,20,0,4,0,2,0,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,5,2,Poor
15,69,74,0,6,3,5,0,High,Graduate,Far,Male,Good,Good,High,4,1,Good
34,93,85,0,8,3,4,1,Low,Graduate,Far,Male,Excellent,Excellent,High,4,0,Excellent
26,82,88,0,7,2,4,0,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,4,3,Excellent
8,60,36,0,6,1,1,0,Medium,School,Far,Female,Average,Average,Medium,1,3,Average
1,43,1,1,4,0,2,1,Medium,Graduate,Far,Female,Poor,Poor,Low,2,1,Poor
21,76,75,0,6,2,2,1,Medium,School,Medium,Female,Good,Good,High,1,2,Good
35,89,79,0,7,2,2,0,Low,School,Far,Female,Excellent,Excellent,High,0,2,Excellent
16,78,55,0,7,3,1,1,Low,Postgraduate,Far,Female,Good,Good,High,3,2,Good
32,86,84,0,7,3,4,0,Medium,School,Medium,Male,Excellent,Excellent,High,5,1,Excellent
22,75,78,1,7,3,5,1,Medium,School,Medium,Male,Good,Good,High,4,2,Good
10,47,44,1,5,2,1,0,High,Postgraduate,Far,Male,Average,Average,Medium,0,0,Average
24,89,87,0,7,3,4,1,High,School,Far,Female,Excellent,Excellent,High,5,2,Excellent
3,26,5,0,3,1,4,0,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,4,0,Poor
7,40,6,0,3,1,4,0,Low,School,Near,Female,Poor,Poor,Low,5,3,Poor
8,62,43,0,5,2,2,0,Medium,Graduate,Near,Male,Average,Average,Medium,0,3,Average
19,74,77,1,7,3,4,0,Medium,Postgraduate,Medium,Male,Good,Good,High,1,3,Good
35,82,98,1,7,3,5,1,Medium,Graduate,Medium,Female,Excellent,Excellent,High,4,2,Excellent
37,80,98,1,8,3,2,0,High,School,Medium,Male,Excellent,Excellent,High,0,3,Excellent
12,55,47,0,5,2,5,0,Medium,Graduate,Near,Male,Average,Average,Medium,2,3,Average
21,73,61,0,6,2,2,1,High,Postgraduate,Near,Male,Good,Good,High,1,2,Good
11,60,36,0,6,2,1,1,Low,Postgraduate,Medium,Male,Average,Average,Medium,1,2,Average
26,97,85,0,8,4,1,0,High,School,Medium,Male,Excellent,Excellent,High,4,3,Excellent
36,84,86,0,7,4,2,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,4,2,Excellent
2,49,18,1,4,1,1,0,Medium,Postgraduate,Far,Male,Poor,Poor,Low,4,2,Poor
11,45,46,0,6,2,4,1,Low,Graduate,Near,Female,Average,Average,Medium,4,1,Average
21,65,57,1,6,3,1,1,Medium,Graduate,Near,Female,Good,Good,High,3,0,Good
30,80,89,0,7,3,1,1,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,4,0,Excellent
22,74,75,0,6,3,3,0,Medium,Graduate,Medium,Male,Good,Good,High,3,2,Good
15,59,52,0,6,2,1,0,High,Graduate,Near,Male,Average,Average,Medium,1,3,Average
6,42,21,1,3,1,5,1,Low,Graduate,Near,Female,Poor,Poor,Low,5,0,Poor
37,91,75,0,8,4,1,1,High,School,Medium,Male,Excellent,Excellent,High,4,3,Excellent
37,93,79,1,8,3,4,1,High,Postgraduate,Medium,Male,Excellent,Excellent,High,2,3,Excellent
23,65,69,1,6,3,5,0,Medium,Postgraduate,Far,Female,Good,Good,High,2,1,Good
3,33,31,0,3,0,4,1,Medium,Graduate,Near,Female,Poor,Poor,Low,3,1,Poor
18,73,75,0,6,3,5,1,Low,Graduate,Medium,Male,Good,Good,High,5,3,Good
21,65,66,1,7,3,3,1,Medium,Graduate,Near,Male,Good,Good,High,0,1,Good
3,32,5,0,4,0,2,1,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,3,0,Poor
24,75,64,1,7,3,4,0,Low,Postgraduate,Near,Female,Good,Good,High,0,1,Good
6,49,7,1,5,0,1,1,High,School,Near,Female,Poor,Poor,Low,0,2,Poor
2,20,3,1,4,0,3,0,Low,Graduate,Near,Female,Poor,Poor,Low,1,1,Poor
30,90,87,1,7,4,2,0,Low,Graduate,Near,Male,Excellent,Excellent,High,3,0,Excellent
10,69,35,0,5,2,3,1,Medium,School,Near,Male,Average,Average,Medium,3,1,Average
2,26,13,1,4,1,4,1,Medium,Graduate,Medium,Female,Poor,Poor,Low,0,2,Poor
29,95,99,0,8,3,5,0,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,3,0,Excellent
5,23,36,1,5,0,2,1,High,Postgraduate,Near,Female,Poor,Poor,Low,2,2,Poor
16,82,72,0,7,3,4,0,High,Postgraduate,Far,Female,Good,Good,High,5,3,Good
7,41,12,0,4,1,3,0,Medium,Graduate,Far,Female,Poor,Poor,Low,4,0,Poor
28,93,90,1,7,2,2,0,Low,Graduate,Near,Male,Excellent,Excellent,High,1,1,Excellent
39,93,81,1,8,3,1,1,Low,School,Medium,Female,Excellent,Excellent,High,1,0,Excellent
27,90,99,0,7,3,4,1,Low,Graduate,Far,Male,Excellent,Excellent,High,4,0,Excellent
9,51,47,1,6,1,2,0,Low,Postgraduate,Near,Female,Average,Average,Medium,2,3,Average
29,96,79,1,7,3,2,1,Low,Graduate,Medium,Male,Excellent,Excellent,High,2,3,Excellent
23,68,55,1,7,3,1,1,Low,Postgraduate,Medium,Male,Good,Good,High,3,2,Good
6,41,5,0,3,0,2,1,Medium,Postgraduate,Near,Female,Poor,Poor,Low,1,1,Poor
16,67,74,1,6,3,5,1,High,Postgraduate,Near,Female,Good,Good,High,4,0,Good
6,43,20,0,3,1,3,0,Low,Postgraduate,Far,Female,Poor,Poor,Low,2,3,Poor
7,49,3,1,4,1,1,0,Medium,Postgraduate,Near,Female,Poor,Poor,Low,1,0,Poor
23,67,57,0,7,3,4,1,Low,School,Far,Male,Good,Good,High,2,1,Good
32,95,87,1,7,3,4,0,High,School,Far,Male,Excellent,Excellent,High,0,3,Excellent
22,84,68,0,7,2,3,0,High,Postgraduate,Near,Male,Good,Good,High,4,3,Good
35,83,78,0,8,4,1,0,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,5,3,Excellent
29,91,96,0,7,2,5,0,Low,School,Far,Male,Excellent,Excellent,High,4,2,Excellent
39,81,78,0,7,4,5,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,5,3,Excellent
11,56,53,1,6,2,2,1,Low,Postgraduate,Near,Female,Average,Average,Medium,2,3,Average
28,97,75,1,7,3,5,1,Medium,Graduate,Medium,Male,Excellent,Excellent,High,2,0,Excellent
26,86,88,1,8,3,2,1,Medium,Graduate,Medium,Female,Excellent,Excellent,High,1,0,Excellent
16,65,55,0,6,2,2,0,Medium,Postgraduate,Far,Female,Good,Good,High,1,0,Good
37,83,89,1,8,3,1,1,Medium,Postgraduate,Near,Male,Excellent,Excellent,High,3,3,Excellent
28,88,79,0,7,4,4,0,High,School,Medium,Female,Excellent,Excellent,High,1,2,Excellent
36,86,98,0,8,2,1,1,Low,School,Medium,Male,Excellent,Excellent,High,1,2,Excellent
10,52,43,0,5,2,4,0,Low,School,Medium,Female,Average,Average,Medium,5,1,Average
15,78,65,0,7,3,1,0,High,School,Near,Male,Good,Good,High,2,3,Good
20,69,60,0,6,2,1,0,Low,School,Medium,Male,Good,Good,High,3,2,Good
26,85,94,0,7,2,1,1,High,Postgraduate,Near,Female,Excellent,Excellent,High,4,2,Excellent
15,82,61,1,7,3,1,1,High,Graduate,Far,Female,Good,Good,High,4,0,Good
16,76,68,1,6,2,2,1,Low,Graduate,Near,Male,Good,Good,High,3,1,Good
18,76,61,0,6,3,3,0,Low,School,Near,Male,Good,Good,High,5,1,Good
35,84,76,0,8,3,5,1,Medium,School,Near,Male,Excellent,Excellent,High,0,1,Excellent
36,90,93,1,7,2,4,1,Medium,School,Far,Female,Excellent,Excellent,High,4,0,Excellent
33,81,85,0,7,2,3,1,High,Postgraduate,Medium,Male,Excellent,Excellent,High,4,1,Excellent
28,97,75,1,7,2,3,0,Medium,Postgraduate,Near,Male,Excellent,Excellent,High,2,2,Excellent
28,80,98,0,8,4,4,0,High,School,Medium,Female,Excellent,Excellent,High,4,3,Excellent
22,69,70,0,7,3,4,0,Medium,Postgraduate,Near,Male,Good,Good,High,4,0,Good
17,71,71,0,6,3,4,1,High,School,Far,Male,Good,Good,High,3,1,Good
24,77,73,1,7,2,2,0,Low,School,Far,Male,Good,Good,High,2,1,Good
11,57,52,1,6,2,5,1,High,School,Near,Male,Average,Average,Medium,5,0,Average
15,76,73,1,6,3,1,1,Low,Graduate,Medium,Male,Good,Good,High,0,1,Good
8,65,57,1,5,2,4,0,High,Postgraduate,Far,Male,Average,Average,Medium,3,1,Average
34,85,86,0,8,2,5,1,Low,Graduate,Near,Female,Excellent,Excellent,High,5,2,Excellent
39,97,85,0,8,2,3,0,Medium,School,Far,Male,Excellent,Excellent,High,2,1,Excellent
25,91,85,1,7,2,3,0,Medium,School,Near,Male,Excellent,Excellent,High,2,3,Excellent
15,54,37,0,6,2,5,1,High,School,Near,Male,Average,Average,Medium,5,3,Average
26,91,90,1,8,3,3,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,1,0,Excellent
13,47,47,1,6,1,3,0,Medium,Graduate,Far,Female,Average,Average,Medium,1,3,Average
30,97,75,0,7,4,4,1,Medium,Graduate,Medium,Male,Excellent,Excellent,High,2,2,Excellent
22,68,64,0,6,3,4,1,Low,School,Far,Male,Good,Good,High,0,1,Good
27,99,75,0,7,3,2,0,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,4,3,Excellent
12,55,38,0,5,2,2,1,Low,Postgraduate,Medium,Male,Average,Average,Medium,1,2,Average
4,41,16,1,5,1,4,0,High,Graduate,Medium,Male,Poor,Poor,Low,0,2,Poor
21,73,63,1,7,2,3,0,High,Postgraduate,Medium,Female,Good,Good,High,0,1,Good
15,49,55,1,5,1,5,0,Low,Postgraduate,Near,Male,Average,Average,Medium,4,0,Average
36,95,79,0,8,2,1,0,Low,School,Far,Female,Excellent,Excellent,High,2,2,Excellent
16,82,57,0,7,3,2,0,High,Postgraduate,Near,Female,Good,Good,High,5,1,Good
22,65,73,1,7,3,4,1,Medium,Graduate,Far,Male,Good,Good,High,3,0,Good
23,78,57,1,7,2,5,1,Low,School,Medium,Male,Good,Good,High,1,3,Good
24,71,63,1,7,2,4,0,Low,Postgraduate,Medium,Female,Good,Good,High,2,0,Good
3,24,37,0,3,0,1,1,Medium,Postgraduate,Near,Female,Poor,Poor,Low,3,2,Poor
14,54,46,0,6,1,4,0,High,Graduate,Far,Male,Average,Average,Medium,5,0,Average
18,78,62,1,6,2,2,0,Medium,School,Near,Male,Good,Good,High,5,3,Good
21,66,56,1,6,2,1,1,Low,Postgraduate,Far,Male,Good,Good,High,2,0,Good
12,48,46,0,5,2,1,1,Low,Graduate,Near,Male,Average,Average,Medium,4,2,Average
23,67,74,1,7,2,3,1,Low,Graduate,Medium,Female,Good,Good,High,0,3,Good
35,84,93,1,7,2,2,0,High,Graduate,Far,Female,Excellent,Excellent,High,3,2,Excellent
36,85,79,1,7,2,4,1,Medium,School,Near,Male,Excellent,Excellent,High,4,0,Excellent
21,67,65,1,7,2,4,1,Low,Graduate,Medium,Male,Good,Good,High,5,0,Good
15,70,55,0,6,3,1,0,Low,Postgraduate,Near,Female,Good,Good,High,2,0,Good
15,82,78,1,6,3,5,0,Medium,Postgraduate,Far,Female,Good,Good,High,1,0,Good
23,72,55,0,6,2,1,0,Low,Graduate,Near,Male,Good,Good,High,1,0,Good
21,69,64,0,6,2,1,0,High,Postgraduate,Far,Male,Good,Good,High,2,2,Good
21,84,78,1,7,2,2,1,High,Postgraduate,Near,Male,Good,Good,High,4,2,Good
4,32,35,1,5,1,3,1,High,School,Medium,Female,Poor,Poor,Low,2,0,Poor
15,66,71,0,6,2,4,0,High,Graduate,Near,Male,Good,Good,High,5,0,Good
12,55,53,0,5,2,2,1,High,School,Medium,Male,Average,Average,Medium,0,3,Average
11,67,57,1,6,2,5,0,Low,Graduate,Far,Female,Average,Average,Medium,3,2,Average
35,90,88,0,8,3,1,1,Medium,Postgraduate,Medium,Male,Excellent,Excellent,High,2,1,Excellent
26,84,80,1,8,4,5,1,Medium,Graduate,Medium,Male,Excellent,Excellent,High,3,3,Excellent
20,82,77,0,7,2,5,1,Low,School,Far,Female,Good,Good,High,5,2,Good
23,68,78,1,7,3,1,0,Low,Graduate,Medium,Male,Good,Good,High,0,0,Good
6,33,39,1,3,0,2,0,High,School,Medium,Male,Poor,Poor,Low,1,3,Poor
2,46,29,0,3,0,1,1,Medium,School,Medium,Male,Poor,Poor,Low,0,1,Poor
28,82,75,1,7,2,3,0,High,Postgraduate,Far,Female,Excellent,Excellent,High,2,3,Excellent
4,21,19,0,3,1,2,0,Medium,Graduate,Far,Male,Poor,Poor,Low,1,0,Poor
17,78,74,0,6,3,2,1,Medium,Postgraduate,Near,Male,Good,Good,High,5,3,Good
5,27,31,1,5,1,3,0,High,Postgraduate,Far,Male,Poor,Poor,Low,4,0,Poor
10,63,58,1,6,1,1,1,Low,Postgraduate,Near,Male,Average,Average,Medium,1,3,Average
2,28,17,1,3,1,2,0,Low,Graduate,Far,Male,Poor,Poor,Low,2,0,Poor
10,62,45,0,6,1,2,1,Medium,Graduate,Medium,Male,Average,Average,Medium,5,2,Average
8,58,41,1,6,1,5,0,Low,Postgraduate,Medium,Male,Average,Average,Medium,1,3,Average
12,56,45,0,5,1,1,1,High,Graduate,Near,Male,Average,Average,Medium,5,0,Average
36,85,76,1,7,2,1,0,Medium,Postgraduate,Near,Male,Excellent,Excellent,High,0,1,Excellent
24,90,85,1,8,3,1,1,High,Postgraduate,Near,Male,Excellent,Excellent,High,2,1,Excellent
24,76,71,0,7,3,4,1,High,Graduate,Medium,Female,Good,Good,High,0,0,Good
31,98,84,0,7,2,3,0,High,School,Near,Female,Excellent,Excellent,High,0,1,Excellent
24,92,91,1,7,2,2,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,0,2,Excellent
13,51,52,1,5,1,4,0,Medium,School,Far,Female,Average,Average,Medium,1,1,Average
4,21,2,0,4,0,2,1,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,2,0,Poor
3,23,13,1,5,0,3,1,Medium,School,Far,Female,Poor,Poor,Low,1,3,Poor
32,87,76,1,7,4,3,1,High,Graduate,Medium,Female,Excellent,Excellent,High,3,3,Excellent
33,89,83,0,7,3,4,0,Low,Graduate,Near,Female,Excellent,Excellent,High,4,3,Excellent
8,66,38,1,5,1,4,1,Low,School,Far,Female,Average,Average,Medium,0,2,Average
11,63,36,1,5,2,2,0,Medium,Graduate,Medium,Male,Average,Average,Medium,4,0,Average
5,48,33,1,4,0,5,1,High,School,Medium,Male,Poor,Poor,Low,5,2,Poor
21,65,70,1,7,3,5,0,Medium,School,Far,Female,Good,Good,High,4,2,Good
3,38,4,1,5,0,4,0,Medium,School,Near,Female,Poor,Poor,Low,4,0,Poor
17,77,66,0,6,3,1,1,Medium,Graduate,Near,Female,Good,Good,High,2,2,Good
27,87,92,0,7,2,4,1,Medium,Graduate,Medium,Female,Excellent,Excellent,High,0,0,Excellent
18,80,73,1,6,3,5,1,High,Postgraduate,Near,Female,Good,Good,High,1,1,Good
11,48,49,0,6,2,2,0,Low,Postgraduate,Near,Female,Average,Average,Medium,5,2,Average
22,75,62,0,7,2,2,1,High,School,Medium,Female,Good,Good,High,5,3,Good
1,47,29,1,4,1,5,0,High,Graduate,Far,Female,Poor,Poor,Low,0,1,Poor
22,78,56,1,7,3,3,1,Medium,Graduate,Medium,Female,Good,Good,High,5,0,Good
33,89,81,1,8,4,5,0,High,Graduate,Far,Female,Excellent,Excellent,High,5,1,Excellent
15,47,58,1,6,1,1,0,Medium,School,Near,Male,Average,Average,Medium,3,0,Average
24,95,91,0,8,2,5,0,Medium,Graduate,Medium,Male,Excellent,Excellent,High,4,0,Excellent
15,73,75,1,7,2,4,0,Medium,Graduate,Medium,Female,Good,Good,High,5,2,Good
5,42,32,0,4,0,3,0,Medium,School,Medium,Female,Poor,Poor,Low,5,1,Poor
24,76,60,0,7,3,3,1,High,Graduate,Far,Female,Good,Good,High,5,1,Good
2,22,26,1,5,0,3,1,Low,Postgraduate,Medium,Female,Poor,Poor,Low,2,3,Poor
3,40,31,1,4,0,1,1,Low,Graduate,Near,Male,Poor,Poor,Low,4,2,Poor
23,77,73,0,7,2,5,0,High,School,Medium,Female,Good,Good,High,4,3,Good
12,63,54,0,5,2,1,0,Low,Postgraduate,Near,Female,Average,Average,Medium,2,0,Average
23,71,56,1,7,2,1,1,Medium,Postgraduate,Near,Male,Good,Good,High,5,1,Good
30,93,87,0,8,3,2,1,High,Postgraduate,Near,Female,Excellent,Excellent,High,0,1,Excellent
8,59,40,1,6,1,4,0,Low,Graduate,Medium,Male,Average,Average,Medium,3,0,Average
36,90,75,1,7,4,2,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,5,3,Excellent
18,80,63,1,7,2,2,1,Low,Postgraduate,Near,Female,Good,Good,High,5,2,Good
16,65,64,1,6,3,5,1,Medium,School,Medium,Male,Good,Good,High,5,1,Good
34,97,88,0,7,2,5,0,High,School,Far,Female,Excellent,Excellent,High,2,1,Excellent
38,92,84,1,7,4,5,0,Low,Graduate,Medium,Male,Excellent,Excellent,High,0,3,Excellent
2,49,32,1,3,0,4,1,High,Postgraduate,Near,Male,Poor,Poor,Low,3,0,Poor
6,20,26,1,3,0,2,1,Medium,School,Medium,Female,Poor,Poor,Low,4,2,Poor
16,77,78,1,7,2,4,1,Low,Graduate,Near,Male,Good,Good,High,0,1,Good
15,57,48,1,6,2,3,1,Medium,Postgraduate,Medium,Female,Average,Average,Medium,0,3,Average
32,80,92,0,7,3,3,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,0,3,Excellent
